bottle	scan	species	phase	NP	all.treat	ca_1	ca_2	ca_3	ca_4	ca_5	ca_6	ca_7	ca_8	na_1	na_2	na_3	na_4	pr_1	pr_2	pr_3
V11L2	8	Verucomicrobium	log	0.5	Ver_log_0.5_V11L2	0.040689	0.049082	0.104254	0.094837	0.145503	0.181337	0.167094	0.177053	0.031993	0.052951	0.140758	0.182477	0.286061	0.240636	0.256165
V11L2	9	Verucomicrobium	log	0.5	Ver_log_0.5_V11L2	0.024792	0.031575	0.10585	0.104818	0.150984	0.168706	0.159493	0.170799	0.034544	0.06533	0.142352	0.188438	0.288821	0.242137	0.264576
V11L2	10	Verucomicrobium	log	0.5	Ver_log_0.5_V11L2	0.021791	0.02918	0.103446	0.087399	0.152429	0.172852	0.156442	0.162096	0.028692	0.0762	0.150685	0.189713	0.291933	0.253357	0.264809
V11L2	11	Verucomicrobium	log	0.5	Ver_log_0.5_V11L2	0.047171	0.058364	0.110922	0.09765	0.137762	0.183236	0.160437	0.1932	0.036347	0.068119	0.127053	0.183723	0.259697	0.225344	0.246
V11L2	12	Verucomicrobium	log	0.5	Ver_log_0.5_V11L2	0.03367	0.032939	0.104117	0.101094	0.141411	0.170829	0.164724	0.155406	0.039946	0.065679	0.141358	0.186207	0.2882	0.257612	0.252665
V11L2	13	Verucomicrobium	log	0.5	Ver_log_0.5_V11L2	0.064365	0.055642	0.114053	0.127139	0.171981	0.182013	0.15913	0.191644	0.038124	0.066835	0.130018	0.161611	0.283096	0.215841	0.247791
V11L2	14	Verucomicrobium	log	0.5	Ver_log_0.5_V11L2	0.04628	0.054362	0.085073	0.075303	0.14687	0.174718	0.16083	0.165865	0.045087	0.074471	0.12173	0.191226	0.268882	0.237918	0.250311
V11L2	15	Verucomicrobium	log	0.5	Ver_log_0.5_V11L2	0.051927	0.057828	0.100238	0.099594	0.156415	0.164412	0.158854	0.151442	0.024682	0.06594	0.142413	0.15784	0.278487	0.24449	0.252109
V11L2	16	Verucomicrobium	log	0.5	Ver_log_0.5_V11L2	0.07451	0.081332	0.125943	0.109843	0.163093	0.201885	0.177972	0.216608	0.02858	0.064387	0.088941	0.147182	0.278823	0.205528	0.244562
V11L2	17	Verucomicrobium	log	0.5	Ver_log_0.5_V11L2	0.032182	0.048167	0.09997	0.098947	0.144898	0.188306	0.164552	0.165429	0.030957	0.066442	0.12594	0.178189	0.266411	0.257651	0.249536
V11L2	18	Verucomicrobium	log	0.5	Ver_log_0.5_V11L2	0.025576	0.040356	0.098858	0.0904	0.152184	0.166177	0.161479	0.180351	0.029636	0.055849	0.128971	0.180679	0.290647	0.239008	0.263721
V11L2	19	Verucomicrobium	log	0.5	Ver_log_0.5_V11L2	0.063898	0.065103	0.106679	0.10865	0.136077	0.184799	0.1681	0.205513	0.025694	0.059136	0.137757	0.174338	0.269707	0.208446	0.228877
V11L2	20	Verucomicrobium	log	0.5	Ver_log_0.5_V11L2	0.050414	0.053895	0.113604	0.1065	0.150972	0.184664	0.173255	0.170831	0.020967	0.071181	0.116319	0.160883	0.279836	0.249383	0.25718
V12L1	1	Verucomicrobium	log	5	Ver_log_5_V12L1	0.02665	0.039093	0.102901	0.101348	0.151207	0.188467	0.173216	0.168966	0.043926	0.070159	0.12617	0.180656	0.267713	0.248153	0.228604
V12L1	2	Verucomicrobium	log	5	Ver_log_5_V12L1	0.023061	0.033026	0.10014	0.102489	0.165476	0.178428	0.173087	0.170335	0.052339	0.073798	0.117661	0.176241	0.276991	0.247162	0.243159
V12L1	3	Verucomicrobium	log	5	Ver_log_5_V12L1	0.027383	0.033167	0.105141	0.102285	0.159234	0.179309	0.171068	0.189533	0.039388	0.059859	0.118208	0.179331	0.248943	0.22588	0.221116
V12L1	4	Verucomicrobium	log	5	Ver_log_5_V12L1	0.035335	0.054669	0.113912	0.108277	0.153448	0.188243	0.171073	0.19314	0.040975	0.061269	0.121392	0.173731	0.262137	0.237606	0.232365
V12L1	5	Verucomicrobium	log	5	Ver_log_5_V12L1	0.016521	0.033033	0.115617	0.09727	0.156243	0.176229	0.16585	0.169909	0.039573	0.071335	0.130292	0.197524	0.280935	0.255382	0.239895
V12L1	6	Verucomicrobium	log	5	Ver_log_5_V12L1	0.023885	0.039434	0.093863	0.099865	0.155809	0.172687	0.16636	0.173573	0.04798	0.079926	0.124342	0.187695	0.278607	0.234205	0.244145
V12L1	7	Verucomicrobium	log	5	Ver_log_5_V12L1	0.038536	0.039521	0.107023	0.105916	0.150181	0.159615	0.167001	0.180919	0.047428	0.077562	0.135901	0.179646	0.281055	0.222888	0.246533
V12L1	8	Verucomicrobium	log	5	Ver_log_5_V12L1	0.02944	0.031813	0.105187	0.098604	0.151766	0.171462	0.169247	0.185423	0.030254	0.066123	0.125499	0.173228	0.274268	0.236293	0.259841
V12L1	9	Verucomicrobium	log	5	Ver_log_5_V12L1	0.025455	0.029576	0.101643	0.097992	0.145982	0.162507	0.161669	0.165086	0.040031	0.081772	0.128239	0.187916	0.282713	0.249912	0.255918
V12L1	10	Verucomicrobium	log	5	Ver_log_5_V12L1	0.038523	0.051719	0.102717	0.100599	0.151863	0.175516	0.170516	0.180454	0.036259	0.076843	0.126538	0.185749	0.263418	0.24311	0.225923
V12L1	11	Verucomicrobium	log	5	Ver_log_5_V12L1	0.028151	0.025498	0.096203	0.106523	0.166064	0.199047	0.185943	0.195319	0.04016	0.077206	0.117959	0.181512	0.251789	0.240613	0.220644
V12L1	12	Verucomicrobium	log	5	Ver_log_5_V12L1	0.014261	0.014488	0.112947	0.110522	0.173306	0.189401	0.190402	0.183519	0.058972	0.079064	0.128094	0.152906	0.255217	0.233243	0.21917
V12L1	13	Verucomicrobium	log	5	Ver_log_5_V12L1	0.003094	0.015946	0.126715	0.116076	0.175513	0.191346	0.175559	0.190041	0.057514	0.088324	0.138257	0.158501	0.262822	0.223492	0.194114
V12L1	14	Verucomicrobium	log	5	Ver_log_5_V12L1	0.040772	0.044184	0.103467	0.10867	0.151744	0.173355	0.174594	0.173721	0.036656	0.070715	0.119817	0.167122	0.286164	0.244594	0.248876
V12L1	15	Verucomicrobium	log	5	Ver_log_5_V12L1	0.040127	0.066131	0.119455	0.096751	0.142503	0.199721	0.189352	0.178518	0.033243	0.074095	0.158241	0.189178	0.237441	0.236747	0.221257
V12L1	16	Verucomicrobium	log	5	Ver_log_5_V12L1	0.077918	0.093857	0.12957	0.108621	0.163768	0.193582	0.186378	0.186712	0.023298	0.049796	0.112884	0.144915	0.259781	0.213914	0.220373
V12L1	17	Verucomicrobium	log	5	Ver_log_5_V12L1	0.020239	0.02256	0.100391	0.096757	0.144218	0.165486	0.160677	0.159865	0.027094	0.067526	0.116062	0.189967	0.28869	0.244584	0.26551
V12L1	18	Verucomicrobium	log	5	Ver_log_5_V12L1	0.061449	0.06569	0.106384	0.095202	0.149793	0.156775	0.135562	0.155839	0.046588	0.075658	0.147477	0.17469	0.285564	0.21782	0.242134
V12L1	19	Verucomicrobium	log	5	Ver_log_5_V12L1	0.055435	0.063774	0.108793	0.112166	0.157699	0.190317	0.175001	0.190566	0.034982	0.062039	0.112956	0.162202	0.262209	0.232239	0.229962
V12L1	20	Verucomicrobium	log	5	Ver_log_5_V12L1	0.035271	0.037702	0.097042	0.099836	0.154705	0.16801	0.170048	0.174992	0.028014	0.063979	0.133831	0.187792	0.264338	0.249338	0.245588
V12L2	1	Verucomicrobium	log	5	Ver_log_5_V12L2	0.057681	0.087205	0.112067	0.108433	0.157852	0.20749	0.19022	0.214442	0.025627	0.057326	0.11557	0.17605	0.259198	0.232348	0.229016
V12L2	2	Verucomicrobium	log	5	Ver_log_5_V12L2	0.021198	0.031819	0.095323	0.104291	0.138315	0.166777	0.158234	0.183708	0.044023	0.067046	0.114317	0.188262	0.267292	0.249742	0.245893
V12L2	3	Verucomicrobium	log	5	Ver_log_5_V12L2	0.047906	0.077933	0.113739	0.122158	0.145564	0.180452	0.169462	0.173806	0.038008	0.059958	0.133009	0.170633	0.253637	0.230597	0.243234
V12L2	4	Verucomicrobium	log	5	Ver_log_5_V12L2	0.031284	0.03471	0.100275	0.088926	0.147744	0.167766	0.148262	0.152524	0.053505	0.087462	0.132717	0.181107	0.269597	0.25175	0.238627
V12L2	5	Verucomicrobium	log	5	Ver_log_5_V12L2	0.042368	0.056405	0.118949	0.100589	0.152115	0.182813	0.177263	0.165899	0.04332	0.062965	0.143181	0.174034	0.276573	0.248013	0.252461
V12L2	6	Verucomicrobium	log	5	Ver_log_5_V12L2	0.024335	0.032188	0.112825	0.111437	0.153037	0.166232	0.162909	0.175133	0.052803	0.063213	0.130806	0.176152	0.28674	0.246088	0.256171
V12L2	7	Verucomicrobium	log	5	Ver_log_5_V12L2	0.044482	0.070077	0.126457	0.110223	0.152553	0.199057	0.175062	0.194073	0.033644	0.058437	0.124759	0.152895	0.282773	0.24367	0.235578
V12L2	8	Verucomicrobium	log	5	Ver_log_5_V12L2	0.039152	0.055747	0.109081	0.085394	0.148483	0.166204	0.159264	0.164503	0.042114	0.079011	0.141493	0.195092	0.267793	0.236491	0.247072
V12L2	9	Verucomicrobium	log	5	Ver_log_5_V12L2	0.030097	0.033548	0.103006	0.095189	0.153237	0.174408	0.16983	0.166083	0.027529	0.066115	0.129076	0.191276	0.273454	0.247858	0.255205
V12L2	10	Verucomicrobium	log	5	Ver_log_5_V12L2	0.046844	0.065281	0.109206	0.106383	0.147184	0.181604	0.165108	0.164956	0.040664	0.070013	0.134185	0.177916	0.283491	0.2402	0.247732
V12L2	11	Verucomicrobium	log	5	Ver_log_5_V12L2	0.030204	0.039545	0.101557	0.098525	0.150533	0.16118	0.166038	0.155781	0.038787	0.078345	0.124937	0.191177	0.27436	0.236452	0.252266
V12L2	12	Verucomicrobium	log	5	Ver_log_5_V12L2	0.050437	0.06712	0.096105	0.102095	0.164858	0.176769	0.166308	0.162123	0.017698	0.051711	0.106075	0.173999	0.274443	0.236166	0.243922
V12L2	13	Verucomicrobium	log	5	Ver_log_5_V12L2	0.095097	0.142684	0.138086	0.108042	0.156299	0.250782	0.204972	0.232989	0.019563	0.046867	0.079872	0.131683	0.282854	0.216161	0.251448
V12L2	14	Verucomicrobium	log	5	Ver_log_5_V12L2	0.056393	0.072297	0.106975	0.100316	0.155208	0.19332	0.15952	0.174992	0.031577	0.063954	0.131697	0.162473	0.267166	0.239148	0.243237
V12L2	15	Verucomicrobium	log	5	Ver_log_5_V12L2	0.068418	0.091609	0.11215	0.11478	0.150669	0.177893	0.181115	0.182379	0.029133	0.05901	0.130431	0.167789	0.262853	0.229913	0.236769
V12L2	16	Verucomicrobium	log	5	Ver_log_5_V12L2	0.038648	0.046704	0.105755	0.094235	0.159331	0.149811	0.160607	0.190721	0.038238	0.064486	0.133388	0.166772	0.291979	0.240515	0.254218
V12L2	17	Verucomicrobium	log	5	Ver_log_5_V12L2	0.019084	0.039937	0.083259	0.064839	0.150379	0.17505	0.164471	0.147636	0.05571	0.081595	0.1099	0.203169	0.261684	0.241871	0.232197
V12L2	18	Verucomicrobium	log	5	Ver_log_5_V12L2	0.005202	0.025407	0.10521	0.107764	0.144036	0.193164	0.175838	0.171758	0.034524	0.070946	0.138964	0.197476	0.287168	0.248459	0.257259
V12L2	19	Verucomicrobium	log	5	Ver_log_5_V12L2	0.036368	0.042986	0.103688	0.108439	0.153111	0.1677	0.153943	0.167816	0.033094	0.067489	0.130399	0.177726	0.307506	0.249161	0.254954
V12L2	20	Verucomicrobium	log	5	Ver_log_5_V12L2	0.028689	0.025604	0.102577	0.106161	0.147875	0.16808	0.163492	0.176346	0.021135	0.063692	0.123991	0.196379	0.274785	0.243187	0.262636
V1S1a	1	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.041606	0.033366	0.122224	0.105196	0.144586	0.150093	0.185321	0.158482	0.040744	0.066675	0.144987	0.198421	0.279192	0.230142	0.246282
V1S1a	2	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.04961	0.043287	0.129637	0.112643	0.162318	0.168545	0.161986	0.187616	0.047648	0.083577	0.132864	0.163612	0.266312	0.236222	0.219082
V1S1a	3	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.04187	0.037477	0.118288	0.117882	0.150601	0.162914	0.161761	0.158601	0.055698	0.078588	0.148471	0.160655	0.243726	0.222357	0.216399
V1S1a	4	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.035497692	0.041449077	0.114322769	0.098186333	0.153075949	0.160674077	0.167207769	0.18882441	0.039461641	0.069188179	0.130801359	0.177527077	0.273164051	0.232725667	0.244863103
V1S1a	5	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.022392	0.028226	0.120381	0.104283	0.153605	0.161557	0.166357	0.162016	0.053308	0.084164	0.134098	0.173103	0.293495	0.239979	0.224221
V1S1a	6	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.011838	0.014153	0.113505	0.093003	0.160906	0.163551	0.166357	0.167359	0.050731	0.076752	0.165841	0.205978	0.273531	0.25673	0.250525
V1S1a	7	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.017015	0.034353	0.125494	0.100138	0.159792	0.163807	0.161532	0.181964	0.04114	0.06753	0.149542	0.171503	0.279267	0.240205	0.253554
V1S1a	8	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.012288	0.019149	0.10451	0.104325	0.160999	0.14766	0.163113	0.183884	0.043183	0.07732	0.14615	0.203111	0.276473	0.236888	0.251361
V1S1a	9	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.015099	0.011618	0.11288	0.097089	0.150254	0.160036	0.17301	0.179908	0.03967	0.088541	0.14176	0.177558	0.280296	0.231998	0.254527
V1S1a	10	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.020254	0.040048	0.128201	0.09939	0.169425	0.179656	0.174993	0.224412	0.046455	0.086513	0.143314	0.173758	0.258563	0.237959	0.226838
V1S1a	11	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.011012	0.019216	0.106776	0.094922	0.141953	0.153412	0.169686	0.179481	0.039608	0.0585	0.139517	0.205977	0.274399	0.257541	0.261786
V1S1a	12	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.022716	0.018923	0.103622	0.095915	0.141764	0.159998	0.160427	0.17512	0.048429	0.083941	0.137136	0.190827	0.259165	0.238669	0.244704
V1S1a	13	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.026237	0.023506	0.107217	0.085315	0.155767	0.15242	0.171745	0.172791	0.044113	0.078149	0.153966	0.196868	0.268805	0.251643	0.247608
V1S1a	14	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.01955	0.011128	0.120831	0.094007	0.154412	0.166265	0.167703	0.176278	0.046464	0.090745	0.141648	0.168517	0.290188	0.231187	0.24316
V1S1a	15	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.005672	0.01056	0.114809	0.104223	0.166061	0.166132	0.162598	0.192442	0.034412	0.075716	0.125881	0.170636	0.306473	0.236013	0.244036
V1S1a	16	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.001355	0.017847	0.10897	0.09048	0.160761	0.163145	0.17267	0.185492	0.053518	0.073347	0.141488	0.181415	0.269352	0.237863	0.241772
V1S1a	17	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.022241	0.034465	0.136349	0.106749	0.172989	0.174287	0.169296	0.203336	0.035309	0.070063	0.126524	0.161584	0.301564	0.232422	0.245781
V1S1a	18	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.036743	0.063201	0.116564	0.094415	0.148567	0.16965	0.187173	0.19455	0.056153	0.078151	0.137384	0.160621	0.25953	0.243591	0.237723
V1S1a	19	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.022979	0.02257	0.115943	0.099891	0.163194	0.154612	0.174186	0.185038	0.060413	0.089795	0.174113	0.180551	0.284857	0.240359	0.249612
V1S1a	20	Verucomicrobium	stat	50	Ver_stat_50_V1S1a	0.030719	0.028002	0.110897	0.101259	0.149677	0.162833	0.163485	0.176491	0.058874	0.075616	0.158013	0.176509	0.289214	0.231591	0.250723
V1S3	1	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.04797	0.045537	0.095501	0.082165	0.144164	0.143427	0.155472	0.176485	0.038095	0.069786	0.1351	0.177701	0.262235	0.229578	0.251728
V1S3	2	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.0457	0.045867	0.102616	0.096789	0.141907	0.173083	0.171466	0.202766	0.026381	0.052596	0.095457	0.174546	0.258765	0.228227	0.238079
V1S3	3	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.042844	0.060041	0.117868	0.096019	0.147991	0.166433	0.179145	0.173433	0.042795	0.063295	0.133068	0.178317	0.248445	0.243178	0.258203
V1S3	4	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.038988	0.029551	0.094098	0.087997	0.133811	0.14928	0.159644	0.18406	0.03363	0.072363	0.146883	0.194669	0.264465	0.223474	0.246359
V1S3	5	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.026825	0.031537	0.105627	0.094503	0.15105	0.160635	0.158417	0.173224	0.030832	0.063455	0.119404	0.188639	0.272552	0.248461	0.237374
V1S3	6	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.066239	0.062968	0.112873	0.103626	0.138477	0.147431	0.136685	0.204971	0.048288	0.070353	0.115569	0.172797	0.254984	0.215403	0.245824
V1S3	7	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.087017	0.09818	0.130753	0.100885	0.159974	0.176918	0.15658	0.213572	0.039197	0.050679	0.111272	0.149904	0.301219	0.211356	0.234361
V1S3	8	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.035217	0.037963	0.11856	0.090636	0.136285	0.155877	0.160257	0.162606	0.039857	0.07854	0.161226	0.205647	0.263703	0.232174	0.258122
V1S3	9	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.042071	0.041038	0.102121	0.082421	0.157832	0.14144	0.157396	0.203785	0.037646	0.062403	0.11675	0.170634	0.283002	0.240579	0.250811
V1S3	10	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.033751	0.040372	0.115246	0.096832	0.14528	0.162037	0.182027	0.193974	0.022751	0.054002	0.105504	0.166598	0.272346	0.220671	0.256765
V1S3	11	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.067043	0.078303	0.115976	0.103042	0.164427	0.157759	0.16198	0.205826	0.032569	0.055028	0.104551	0.168814	0.274325	0.214084	0.247741
V1S3	12	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.032712	0.028409	0.097613	0.088817	0.149499	0.162042	0.160737	0.182776	0.032753	0.05577	0.124583	0.189926	0.270021	0.232974	0.262014
V1S3	13	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.036698	0.040366	0.109422	0.096461	0.154273	0.155573	0.160276	0.21501	0.03561	0.061059	0.110346	0.18882	0.275183	0.217032	0.235798
V1S3	14	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.031315	0.03325	0.105917	0.095287	0.149167	0.151261	0.159708	0.170187	0.027483	0.059446	0.137096	0.188409	0.280273	0.243649	0.264393
V1S3	15	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.047506	0.077466	0.120118	0.088744	0.148132	0.128849	0.156455	0.20616	0.0239	0.064526	0.127973	0.158444	0.281528	0.222787	0.255896
V1S3	16	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.047054	0.059786	0.116327	0.092201	0.145854	0.146536	0.160306	0.223214	0.025506	0.070394	0.1094	0.189367	0.271684	0.22135	0.227657
V1S3	17	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.02797	0.032592	0.100736	0.090803	0.153772	0.15698	0.176157	0.179651	0.030056	0.059578	0.116104	0.194594	0.266591	0.230543	0.261468
V1S3	18	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.047186	0.0509	0.11433	0.08479	0.147107	0.153858	0.16137	0.176408	0.046137	0.069941	0.128879	0.179195	0.260163	0.230245	0.242521
V1S3	19	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.092494	0.115491	0.136822	0.115768	0.171342	0.184744	0.177707	0.2322	0.014243	0.037874	0.073392	0.110728	0.281873	0.212471	0.241493
V1S3	20	Verucomicrobium	stat	50	Ver_stat_50_V1S3	0.056614	0.095802	0.128966	0.140356	0.161987	0.211553	0.215919	0.238583	0.015405	0.043568	0.085999	0.154603	0.255639	0.224706	0.22336
V2S2	1	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.038008	0.078824	0.125197	0.128718	0.164441	0.209948	0.210334	0.213288	0.028684	0.054649	0.116338	0.158016	0.274967	0.227931	0.217487
V2S2	2	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.040453	0.064113	0.122617	0.120713	0.168861	0.194117	0.189101	0.214947	0.02421	0.05149	0.09646	0.145852	0.29879	0.234248	0.237929
V2S2	3	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.052835	0.074073	0.13326	0.121771	0.168244	0.204848	0.183683	0.221828	0.021046	0.041067	0.088048	0.135194	0.28671	0.233945	0.235831
V2S2	4	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.134388	0.223152	0.174145	0.164852	0.183931	0.27966	0.258622	0.386419	0.010389	0.015803	0.055245	0.076684	0.212892	0.179274	0.130008
V2S2	5	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.120877	0.191385	0.144346	0.168874	0.185177	0.252537	0.236124	0.262689	0.011211	0.039433	0.049476	0.094343	0.235073	0.188901	0.18496
V2S2	6	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.144333	0.261943	0.194056	0.220422	0.204426	0.305385	0.286994	0.336389	0.014885	0.024334	0.033904	0.056706	0.211876	0.182848	0.128171
V2S2	7	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.049052	0.084366	0.121688	0.129656	0.150206	0.201399	0.200449	0.241762	0.026522	0.054037	0.087018	0.147538	0.284542	0.221968	0.217706
V2S2	8	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.093975	0.160283	0.160716	0.162672	0.172617	0.233439	0.223443	0.279898	0.017712	0.032441	0.060701	0.100378	0.274189	0.193765	0.210029
V2S2	9	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.098167	0.185481	0.151582	0.174864	0.195224	0.27079	0.246446	0.307727	0.000635	0.019806	0.035111	0.082943	0.260558	0.205254	0.1928
V2S2	10	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.107519	0.186546	0.158636	0.168484	0.188315	0.25702	0.246827	0.294397	0.017912	0.021393	0.047558	0.094771	0.235451	0.214723	0.171706
V2S2	11	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.111829	0.199767	0.164236	0.176708	0.181342	0.266468	0.260864	0.354013	0.017119	0.022229	0.044232	0.078017	0.218458	0.161121	0.14998
V2S2	12	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.062073	0.096258	0.133427	0.139945	0.168638	0.216595	0.201064	0.246226	0.026947	0.050538	0.103651	0.132879	0.275906	0.218037	0.210783
V2S2	13	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.119141	0.139052	0.152091	0.132888	0.19384	0.222918	0.216122	0.252074	0.028444	0.03991	0.061499	0.080684	0.253876	0.181223	0.183074
V2S2	14	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.113378	0.166984	0.181962	0.15106	0.176486	0.229786	0.214888	0.280794	0.023936	0.031089	0.068417	0.095836	0.254822	0.195387	0.195534
V2S2	15	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.056185	0.099735	0.132301	0.145821	0.167732	0.223685	0.209093	0.247352	0.016331	0.043683	0.078042	0.128825	0.284441	0.233257	0.234452
V2S2	16	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.060427	0.09337	0.137961	0.148826	0.172808	0.212529	0.208917	0.233379	0.021095	0.042513	0.082378	0.125334	0.295132	0.224666	0.222142
V2S2	17	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.027552	0.050746	0.102843	0.108209	0.157789	0.199383	0.188807	0.193489	0.039688	0.058849	0.13362	0.175191	0.276733	0.245676	0.237678
V2S2	18	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.108215	0.185137	0.162655	0.179664	0.178854	0.277155	0.257644	0.305138	0.000635	0.018421	0.060538	0.089282	0.233778	0.21195	0.179164
V2S2	19	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.030099	0.061569	0.129826	0.126014	0.162173	0.202909	0.193972	0.218371	0.024966	0.051205	0.108172	0.160904	0.295365	0.233682	0.236567
V2S2	20	Verucomicrobium	stat	500	Ver_stat_500_V2S2	0.038003	0.051667	0.115811	0.113616	0.157465	0.201678	0.185312	0.192363	0.024769	0.048173	0.105585	0.156299	0.279491	0.236623	0.23987
V2S3	1	Verucomicrobium	stat	500	Ver_stat_500_V2S3	0.04795	0.085709	0.129106	0.138856	0.169435	0.201302	0.1956	0.225981	0.032737	0.050759	0.086604	0.120131	0.290575	0.225785	0.244533
V2S3	2	Verucomicrobium	stat	500	Ver_stat_500_V2S3	0.074963	0.140353	0.153187	0.166237	0.18227	0.236148	0.224304	0.322117	0.009288	0.021684	0.055376	0.09194	0.26331	0.210724	0.18474
V2S3	3	Verucomicrobium	stat	500	Ver_stat_500_V2S3	0.072479	0.100124	0.132112	0.12441	0.175728	0.223685	0.222559	0.26784	0.013806	0.044768	0.072118	0.120494	0.260393	0.205827	0.208804
V2S3	4	Verucomicrobium	stat	500	Ver_stat_500_V2S3	0.063338	0.111223	0.134385	0.148922	0.178661	0.240301	0.227671	0.267782	0.019453	0.037902	0.064158	0.122403	0.247446	0.215434	0.21247
V2S3	5	Verucomicrobium	stat	500	Ver_stat_500_V2S3	0.046177	0.07224	0.117655	0.126271	0.163496	0.197663	0.201446	0.246063	0.03253	0.057131	0.105821	0.141006	0.279887	0.21443	0.222799
V2S3	6	Verucomicrobium	stat	500	Ver_stat_500_V2S3	0.035965	0.068024	0.120095	0.124845	0.158566	0.211243	0.200744	0.266938	0.027351	0.050139	0.100406	0.152506	0.276022	0.229004	0.220008
V2S3	7	Verucomicrobium	stat	500	Ver_stat_500_V2S3	0.075839	0.140347	0.159313	0.160391	0.19206	0.269847	0.250165	0.324145	0.013859	0.030472	0.057668	0.115644	0.257468	0.206883	0.184055
V2S3	8	Verucomicrobium	stat	500	Ver_stat_500_V2S3	0.087448	0.164196	0.169536	0.170265	0.201788	0.279303	0.270753	0.351743	0.042132	0.070824	0.080624	0.089571	0.236655	0.181976	0.149852
V2S3	9	Verucomicrobium	stat	500	Ver_stat_500_V2S3	0.136672	0.269173	0.192861	0.216011	0.19413	0.322811	0.305343	0.372848	0.004631	0.01096	0.041414	0.057735	0.212682	0.183432	0.1339
V2S3	10	Verucomicrobium	stat	500	Ver_stat_500_V2S3	0.09649	0.175942	0.165175	0.18778	0.166945	0.267133	0.255164	0.310092	0.019329	0.035226	0.049531	0.094763	0.232904	0.188226	0.163846
V2S3	11	Verucomicrobium	stat	500	Ver_stat_500_V2S3	0.028012	0.055257	0.10994	0.115665	0.159276	0.191577	0.183352	0.193603	0.037755	0.061373	0.124418	0.174762	0.275737	0.236286	0.234851
V2S3	12	Verucomicrobium	stat	500	Ver_stat_500_V2S3	0.086048	0.140022	0.142821	0.161823	0.183809	0.256217	0.22697	0.293382	0.012332	0.034145	0.047793	0.098813	0.247199	0.207758	0.178137
V2S3	13	Verucomicrobium	stat	500	Ver_stat_500_V2S3	0.083067	0.106414	0.140886	0.128013	0.179982	0.224346	0.206608	0.242828	0.027472	0.043548	0.059987	0.111714	0.29127	0.217123	0.221778
